word,file,sentence,decision,fix_to
"ולשימוש","disclaimer.html","ביטוח ורפואה החברה מבוטחת בביטוח צד ג' בסכום 2 מיליון ש""ח עזרה ראשונה זמינה במתחם בעת הצורך יזומן טיפול רפואי חיצוני על חשבון המשתתף מומלץ לוודא כיסוי ביטוחי אישי מתאים כתב ויתור ופרטים אישיים שם פרטי * שם משפחה * מספר תעודת זהות * תאריך לידה * טלפון * אימייל איש קשר לחירום שם מלא * טלפון * קרבת משפחה * בחר/י יחס הורה בן/בת זוג אח/אחות חבר/ה אחר מידע רפואי בעיות בריאות, אלרגיות או תרופות (אופציונלי) פעילויות מתוכננות חדר זעם חדר צבע זריקת גרזנים מרכז גרפיטי הצהרות וחתימות * אני מאשר/ת שקראתי והבנתי את תנאי השימוש לעיל * אני מודע/ת לסיכונים הכרוכים בפעילויות ומקבל/ת אותם על עצמי * אני מוותר/ת בזאת על כל טענה, תביעה או דרישה כלפי החברה ועובדיה בגין כל נזק שעלול להיגרם לי במהלך הפעילות אני מסכים/ה לצילום ולשימוש בתמונות למטרות שיווק של החברה אני מעוניין/ת לקבל עדכונים ומבצעים דרך האימייל חתימה דיגיטלית * החתימה הדיגיטלית מהווה חתימה מחייבת על המסמך תאריך חתימה אישור וחתימה על הסכם הויתור פרטים משפטיים SmashLabs בע""מ ח.פ: 123456789 | ולפסון 9, נהריה 67890 טלפון: 050-442-9195 | אימייל: Smashlab.nahariya@gmail.com הסכם זה כפוף לדיני מדינת ישראל ותחום השיפוט הבלעדי הוא בתי המשפט בנהריה עדכון אחרון: ינואר 2025 SmashLabs - המקום לשחרר לחצים!","",""
"ולשלוט","throwing-axes.html","עם ליווי של מדריכים מקצועיים, תוכלו ללמוד את הטכניקות הנכונות להטלה – ולשלוט גם בגרזן!","",""
"ולשפר","cookie-settings.html","הן מסייעות לנו לספק לכם חוויית גלישה מיטבית ולשפר את השירותים שלנו.","",""
"ומברזל","rage-room.html","ממחבטי בייסבול מעץ ומברזל ללום ופטיש 5 קילו ואפילו מפתח צינורות אקסטרה לארג במיוחד לאמיצים ציוד של איך מתמגנים אצלנו ??","",""
"ומרגע","event-waiver.html","ידוע לי כי רשאי אני לבטל את תוקף מסמך זה בכל עת באמצעות הודעה למפעיל, ומרגע מסירת ההודעה לא אוכל להשתתף בפעילויות עד לחתימה על כתב ויתור חדש.","",""
"ופלייליסטים","rage-room.html","טבלאטים ופלייליסטים לבחירה ומערכת סאונד אש לחוויה מקסימלית כללי בטיחות חשובים חובה לפני הכניסה 🆔 תעודת זהות (גיל מינימלי 16) 👕 בגדים ארוכים וסגורים 👟 נעליים סגורות וחזקות 🚫 אסור להגיע תחת השפעת אלכוהול 📋 חתימה על כתב ויתור במהלך הפעילות 🛡️ ציוד הגנה חובה כל הזמן 👨‍🏫 הקשבה למדריך הבטיחות 🎯 שבירה רק במקום המיועד ⏱️ הפסקות מים לפי הצורך 🚫 אין לזרוק חפצים על אנשים זכרו: הבטיחות קודמת לכל!","",""
"ורולרים","graffiti-center.html","כללים וחומרים מה כלול בסדנה 🎨 ספריי באיכות גבוהה 🖌️ מכחולים ורולרים 📐 סרגלים ושבלונות 🧤 כפפות הגנה 😷 מסכות נשימה 👕 בגדי הגנה מה להביא 👕 בגדים שאפשר ללכלך 👟 נעליים סגורות 💧 בקבוק מים 📱 טלפון לתמונות 💡 רעיונות ליצירה 😊 חיוך ומוטיבציה!","",""
"ושהפרטים","order-success.html","נסה לשלם שוב חזור לדף ההזמנה 💡 טיפ: ודא שהכרטיס בתוקף, שיש מסגרת אשראי מספקת, ושהפרטים הוזנו נכון.","",""
"טאב","accessibility.html","תכונות נגישות באתר ⌨️ ניווט מקלדת ניווט מלא באמצעות מקלדת בלבד סימון ברור של האלמנט הפעיל קיצורי דרך נוחים סדר טאב לוגי ואינטואיטיבי 👁️ נגישות חזותית ניגודיות גבוהה בין טקסט לרקע גדלי גופן ברורים וקריאים אפשרות להגדלת טקסט עד 200% תמיכה בדפדפנים שונים 🔊 נגישות שמיעתית כתוביות לתכנים מולטימדיה תמלילים לקבצי שמע חלופות טקסט לתוכן שמיעתי התאמה לקוראי מסך 🖱️ אינטראקטיביות כפתורים ברורים עם תיאורים קישורים עם תיאור המטרה טפסים עם תוויות ברורות הודעות שגיאה מפורטות 📱 נגישות נייד עיצוב רספונסיבי מלא אופטימיזציה למגע גדלי כפתורים מתאימים תמיכה בטכנולוגיות עזר 🧠 נגישות קוגניטיבית מבנה עמוד ברור ולוגי תפריטי ניווט פשוטים הוראות ברורות אפשרות לביטול פעולות כלי נגישות באתר 🛠️ כלי הנגישות הזמינים הגדלת טקסט: Ctrl + Plus הקטנת טקסט: Ctrl + Minus איפוס זום: Ctrl + 0 ניווט מקלדת: Tab, Enter, חצים דילוג לתוכן: מקש Tab ראשון חזרה להתחלה: Alt + Home 📖 קוראי מסך תואמים NVDA (Windows) JAWS (Windows) VoiceOver (Mac/iOS) TalkBack (Android) Window-Eyes Dragon NaturallySpeaking בדיקות נגישות תהליך הבדיקה שלנו 🔍 בדיקות אוטומטיות סריקה שוטפת עם כלי אוטומטיים בדיקת ניגודיות צבעים תקינות תגי HTML מבנה כותרות לוגי 👥 בדיקות ידניות ניווט מקלדת מלא בדיקה עם קוראי מסך בדיקת חוויית משתמש משוב ממשתמשים עם מוגבלויות משוב ותמיכה 📞 דרכי יצירת קשר נשמח לקבל משוב על נגישות האתר ולעזור בכל בעיה שתיתקלו בה: טלפון: 050-442-9195 אימייל: Smashlab.nahariya@gmail.com פקס: 03-1234567 כתובת: ולפסון 9, נהריה זמני מענה: ראשון-חמישי, 09:00-17:00 🤝 התחייבותנו מענה לפניות תוך 48 שעות פתרון בעיות נגישות בדחיפות הסבר על אפשרויות הנגישות עדכון שוטף על שיפורים הכשרה למשתמשים שיתוף פעולה עם ארגוני נגישות נגישות פיזית במתחם ♿ נגישות כללית כניסה נגישה עם רמפה מעלית לכל הקומות מסדרונות רחבים שילוט ברייל תאורה מתאימה 🚻 שירותים נגישים שירותים מותאמים לכסאות גלגלים מעקות תמיכה כיור נגיש מתקן קריאה לעזרה חלל פתיחת דלתות מספיק 🅿️ חניה מקומות חניה מיועדים קרבה לכניסה הראשית רוחב מתאים להורדת כסא גלגלים שילוט ברור משטח חלק ללא מכשולים עדכונים ושיפורים תאריך עדכון אחרון: ינואר 2025 🔄 עדכונים אחרונים שיפור ניגודיות צבעים הוספת תוויות ARIA מפורטות אופטימיזציה לקוראי מסך שיפור ניווט מקלדת הוספת כתוביות לסרטונים 📅 תכנית עתידית הוספת תרגום לשפת הסימנים שיפור נוסף של הניווט הוספת מצב ניגודיות גבוהה תמיכה בקריאה פשוטה הרחבת תמיכה בטכנולוגיות עזר SmashLabs - המקום לשחרר לחצים!","",""
"טבלאטים","rage-room.html","טבלאטים ופלייליסטים לבחירה ומערכת סאונד אש לחוויה מקסימלית כללי בטיחות חשובים חובה לפני הכניסה 🆔 תעודת זהות (גיל מינימלי 16) 👕 בגדים ארוכים וסגורים 👟 נעליים סגורות וחזקות 🚫 אסור להגיע תחת השפעת אלכוהול 📋 חתימה על כתב ויתור במהלך הפעילות 🛡️ ציוד הגנה חובה כל הזמן 👨‍🏫 הקשבה למדריך הבטיחות 🎯 שבירה רק במקום המיועד ⏱️ הפסקות מים לפי הצורך 🚫 אין לזרוק חפצים על אנשים זכרו: הבטיחות קודמת לכל!","",""
"טוויטר","about.html","[snippet] 39-1.44s-.644-1.44-1.439-1.44z""/> </svg> </a> <a href=""#"" title=""טוויטר"" aria-label=""טוויטר"" role=""link""> <svg xmlns=""http://www.w3.org/2000/svg"" width=""24"" height=""24"" v","",""
"טיקטוק","booking.html","[snippet] 39-1.44s-.644-1.44-1.439-1.44z""/> </svg> </a> <a href=""#"" title=""טיקטוק"" aria-label=""טיקטוק""> <svg width=""24"" height=""24"" viewBox=""0 0 24 24"" fill=""currentColor"" aria-hid","",""
"טלוזיה","rage-room.html","ממסך מחשב ומסך טלוזיה למדפסת וגמדי גינה צלחות ועוד מגוון יוצא דופן של מוצרים לריסוק ציוד של איך משברת אצלנו?!","",""
"יוטיוב","about.html","[snippet] 5-.63A9.935 9.935 0 0024 4.59z""/> </svg> </a> <a href=""#"" title=""יוטיוב"" aria-label=""יוטיוב"" role=""link""> <svg xmlns=""http://www.w3.org/2000/svg"" width=""24"" height=""24"" v","",""
"יומולדת","birthday.html","במתחם הסמאש נארח את חוגג/ת יום ההולדת בין אם חוגגים יומולדת 8, סוויט 16 או חוגגים עשור 50, אצלנו חוגגים יום הולדת בצורה מקורית ויצירתית!","",""
"כסא","accessibility.html","תכונות נגישות באתר ⌨️ ניווט מקלדת ניווט מלא באמצעות מקלדת בלבד סימון ברור של האלמנט הפעיל קיצורי דרך נוחים סדר טאב לוגי ואינטואיטיבי 👁️ נגישות חזותית ניגודיות גבוהה בין טקסט לרקע גדלי גופן ברורים וקריאים אפשרות להגדלת טקסט עד 200% תמיכה בדפדפנים שונים 🔊 נגישות שמיעתית כתוביות לתכנים מולטימדיה תמלילים לקבצי שמע חלופות טקסט לתוכן שמיעתי התאמה לקוראי מסך 🖱️ אינטראקטיביות כפתורים ברורים עם תיאורים קישורים עם תיאור המטרה טפסים עם תוויות ברורות הודעות שגיאה מפורטות 📱 נגישות נייד עיצוב רספונסיבי מלא אופטימיזציה למגע גדלי כפתורים מתאימים תמיכה בטכנולוגיות עזר 🧠 נגישות קוגניטיבית מבנה עמוד ברור ולוגי תפריטי ניווט פשוטים הוראות ברורות אפשרות לביטול פעולות כלי נגישות באתר 🛠️ כלי הנגישות הזמינים הגדלת טקסט: Ctrl + Plus הקטנת טקסט: Ctrl + Minus איפוס זום: Ctrl + 0 ניווט מקלדת: Tab, Enter, חצים דילוג לתוכן: מקש Tab ראשון חזרה להתחלה: Alt + Home 📖 קוראי מסך תואמים NVDA (Windows) JAWS (Windows) VoiceOver (Mac/iOS) TalkBack (Android) Window-Eyes Dragon NaturallySpeaking בדיקות נגישות תהליך הבדיקה שלנו 🔍 בדיקות אוטומטיות סריקה שוטפת עם כלי אוטומטיים בדיקת ניגודיות צבעים תקינות תגי HTML מבנה כותרות לוגי 👥 בדיקות ידניות ניווט מקלדת מלא בדיקה עם קוראי מסך בדיקת חוויית משתמש משוב ממשתמשים עם מוגבלויות משוב ותמיכה 📞 דרכי יצירת קשר נשמח לקבל משוב על נגישות האתר ולעזור בכל בעיה שתיתקלו בה: טלפון: 050-442-9195 אימייל: Smashlab.nahariya@gmail.com פקס: 03-1234567 כתובת: ולפסון 9, נהריה זמני מענה: ראשון-חמישי, 09:00-17:00 🤝 התחייבותנו מענה לפניות תוך 48 שעות פתרון בעיות נגישות בדחיפות הסבר על אפשרויות הנגישות עדכון שוטף על שיפורים הכשרה למשתמשים שיתוף פעולה עם ארגוני נגישות נגישות פיזית במתחם ♿ נגישות כללית כניסה נגישה עם רמפה מעלית לכל הקומות מסדרונות רחבים שילוט ברייל תאורה מתאימה 🚻 שירותים נגישים שירותים מותאמים לכסאות גלגלים מעקות תמיכה כיור נגיש מתקן קריאה לעזרה חלל פתיחת דלתות מספיק 🅿️ חניה מקומות חניה מיועדים קרבה לכניסה הראשית רוחב מתאים להורדת כסא גלגלים שילוט ברור משטח חלק ללא מכשולים עדכונים ושיפורים תאריך עדכון אחרון: ינואר 2025 🔄 עדכונים אחרונים שיפור ניגודיות צבעים הוספת תוויות ARIA מפורטות אופטימיזציה לקוראי מסך שיפור ניווט מקלדת הוספת כתוביות לסרטונים 📅 תכנית עתידית הוספת תרגום לשפת הסימנים שיפור נוסף של הניווט הוספת מצב ניגודיות גבוהה תמיכה בקריאה פשוטה הרחבת תמיכה בטכנולוגיות עזר SmashLabs - המקום לשחרר לחצים!","",""
"להתממן","rage-room.html","ואז כל מה שנשאר זה להגיע רבע שעה לפני הזמן שקבעתם כדי להתממן ולעבור הסבר בטיחות, לבחור כלי או כלים בעזרתם תרצו לשבור ולרסק, בחדרים פליטיסט וחגידה לתת בראש.","",""
"לוס","booking.html","הזמן זמן - SmashLabs 💥 ""> דלג לתוכן הראשי הזמן זמן שם מלא * אימייל * תאריך * שעת התחלה * משך הזמן (שעות) * בחר משך זמן שעה אחת שעה וחצי שעתיים 3 שעות 4 שעות אזור זמן * ישראל (Asia/Jerusalem) לונדון (Europe/London) ניו יורק (America/New_York) לוס אנג'לס (America/Los_Angeles) הערות נוספות הזמן זמן SmashLabs - המקום לשחרר לחצים!","",""
"לוקלייז","nagishli/docs/hebrew/äüùéä/ëûëÿü ùàâ äüùéä.html","&#x2753; מיקום הקובץ של נגיש לי בתוך האתר שלכם: /nagishli.js &#x2753; הגירסה של נגיש לי שאותה אתם מתקינים (לדוגמה, 2.2.2): שפה: עברית אנגלית מיקום במסך: פינה שמאלית עליונה פינה שמאלית תחתונה פינה ימנית עליונה פינה ימנית תחתונה &#x2753; הצהרת נגישות (אם יש, הזינו קישור ישיר אליה): צבע: כחול אדום ירוק סגול צהוב ורוד אפור חום כתום טורקיז שחור &#x2753; מצב קומפקטי: לא כן &#x2753; מצב אקורדיון: לא כן רישיון (אם יש, הזינו את הקוד): &#x2753; מיקום תיקיית קובצי התוסף: &#x2753; פרטים עבור הצהרת הנגישות המובנית: שם: טלפון: דואר אלקטרוני: פקס: יצירת קוד &copy; 2016- נגיש לי - תוסף נגישות בחינם לבעלי אתרים מבית לוקלייז*","",""
"לחסוסו","rage-room.html","חדר הזעם מצויד בכלים וכיסופו שפורגבה לחסוסו לקפוצכבסופו של נדבו כגי ההיגיע.","",""
"לכסאות","accessibility.html","תכונות נגישות באתר ⌨️ ניווט מקלדת ניווט מלא באמצעות מקלדת בלבד סימון ברור של האלמנט הפעיל קיצורי דרך נוחים סדר טאב לוגי ואינטואיטיבי 👁️ נגישות חזותית ניגודיות גבוהה בין טקסט לרקע גדלי גופן ברורים וקריאים אפשרות להגדלת טקסט עד 200% תמיכה בדפדפנים שונים 🔊 נגישות שמיעתית כתוביות לתכנים מולטימדיה תמלילים לקבצי שמע חלופות טקסט לתוכן שמיעתי התאמה לקוראי מסך 🖱️ אינטראקטיביות כפתורים ברורים עם תיאורים קישורים עם תיאור המטרה טפסים עם תוויות ברורות הודעות שגיאה מפורטות 📱 נגישות נייד עיצוב רספונסיבי מלא אופטימיזציה למגע גדלי כפתורים מתאימים תמיכה בטכנולוגיות עזר 🧠 נגישות קוגניטיבית מבנה עמוד ברור ולוגי תפריטי ניווט פשוטים הוראות ברורות אפשרות לביטול פעולות כלי נגישות באתר 🛠️ כלי הנגישות הזמינים הגדלת טקסט: Ctrl + Plus הקטנת טקסט: Ctrl + Minus איפוס זום: Ctrl + 0 ניווט מקלדת: Tab, Enter, חצים דילוג לתוכן: מקש Tab ראשון חזרה להתחלה: Alt + Home 📖 קוראי מסך תואמים NVDA (Windows) JAWS (Windows) VoiceOver (Mac/iOS) TalkBack (Android) Window-Eyes Dragon NaturallySpeaking בדיקות נגישות תהליך הבדיקה שלנו 🔍 בדיקות אוטומטיות סריקה שוטפת עם כלי אוטומטיים בדיקת ניגודיות צבעים תקינות תגי HTML מבנה כותרות לוגי 👥 בדיקות ידניות ניווט מקלדת מלא בדיקה עם קוראי מסך בדיקת חוויית משתמש משוב ממשתמשים עם מוגבלויות משוב ותמיכה 📞 דרכי יצירת קשר נשמח לקבל משוב על נגישות האתר ולעזור בכל בעיה שתיתקלו בה: טלפון: 050-442-9195 אימייל: Smashlab.nahariya@gmail.com פקס: 03-1234567 כתובת: ולפסון 9, נהריה זמני מענה: ראשון-חמישי, 09:00-17:00 🤝 התחייבותנו מענה לפניות תוך 48 שעות פתרון בעיות נגישות בדחיפות הסבר על אפשרויות הנגישות עדכון שוטף על שיפורים הכשרה למשתמשים שיתוף פעולה עם ארגוני נגישות נגישות פיזית במתחם ♿ נגישות כללית כניסה נגישה עם רמפה מעלית לכל הקומות מסדרונות רחבים שילוט ברייל תאורה מתאימה 🚻 שירותים נגישים שירותים מותאמים לכסאות גלגלים מעקות תמיכה כיור נגיש מתקן קריאה לעזרה חלל פתיחת דלתות מספיק 🅿️ חניה מקומות חניה מיועדים קרבה לכניסה הראשית רוחב מתאים להורדת כסא גלגלים שילוט ברור משטח חלק ללא מכשולים עדכונים ושיפורים תאריך עדכון אחרון: ינואר 2025 🔄 עדכונים אחרונים שיפור ניגודיות צבעים הוספת תוויות ARIA מפורטות אופטימיזציה לקוראי מסך שיפור ניווט מקלדת הוספת כתוביות לסרטונים 📅 תכנית עתידית הוספת תרגום לשפת הסימנים שיפור נוסף של הניווט הוספת מצב ניגודיות גבוהה תמיכה בקריאה פשוטה הרחבת תמיכה בטכנולוגיות עזר SmashLabs - המקום לשחרר לחצים!","",""
"ללום","rage-room.html","ממחבטי בייסבול מעץ ומברזל ללום ופטיש 5 קילו ואפילו מפתח צינורות אקסטרה לארג במיוחד לאמיצים ציוד של איך מתמגנים אצלנו ??","",""
"לקפוצכבסופו","rage-room.html","חדר הזעם מצויד בכלים וכיסופו שפורגבה לחסוסו לקפוצכבסופו של נדבו כגי ההיגיע.","",""
"מהמדריך","event-waiver.html","לא להשתמש בטלפון נייד במהלך הפעילות, אלא אם ניתנה הרשאה מפורשת מהמדריך.","",""
"מהמומחים","graffiti-center.html","הזמינו את סדנת הגרפיטי שלכם עכשיו ולמדו מהמומחים!","",""
"מהמסיבה","birthday.html","זוהי חוויה מרגשת שמאפשרת לכל ילד לבטא את עצמו בצורה יצירתית ומהנה, ולהפוך חלק מהמסיבה ליצירת אמנות אישית שישמרו כזיכרון מתוק.","",""
"מהמתקדמים","rage-room.html","🏆 מקצועיות מדריכי בטיחות מוסמכים וציוד הגנה מהמתקדמים בעולם 🕒 זמינות גבוהה פתוחים 7 ימים בשבוע עם אפשרות הזמנה מיידית 🎉 חוויה ייחודית האווירה הכי אמיתית עם מוזיקה, תאורה וחפצים מגניבים מוכנים לשחרר זעם?","",""
"מהסיכונים","event-waiver.html","במקרה של נזק הנובע מהסיכונים האינהרנטיים הללו, ובתנאי שהמפעיל פעל בהתאם לחובות הזהירות המוטלות עליו על פי דין, סיפק ציוד תקין והדרכה נאותה, אני מסכים/ה כי אחריותי האישית לנזק כאמור תילקח בחשבון ככל שאפנה לערכאות המשפטיות.","",""
"מהעת","graffiti-center.html","שורשי הגרפיטי גרפיטי היא אומנות רחוב שמתמקדת בציור או כתיבה על קירות או משטחים ציבוריים מעט היסטוריה גרפיטי קיים כבר אלפי שנים ת עם דוגמאות מהעת העתיקה כגון ממצרים ויוון עם זאת התופעה המודרנית של גרפיטי החלה בשנות ה-60 וה-70 בעיר ניו יורק כחלק מתופעת הסאב- תרבות של ההיפ הופ מה תלמדו אצלנו: ישנן מספר טכניקות שגריפיטאים משתמשים בהן, כולל 1 ספריי צבע - השיטה הנפוצה ביותר שבה משתמשים בקופסאות ספריי לציור והשגת צבעים עזים 2 פנדה או טוש - כלי פשוט לפיתוח קווים דקים ולעיתים גם כתיבה של טקסטים 3 שבלונות - טכניקת ציור שבה משתמשים בשבלונות מוכנות להשגת דוגמאות מדויקות ומהירות 4 ציור ביד חופשית - ציור ישיר על הקיר בעזרת צבעים ומברשת גרפיטי עדיין מעורר דיונים רבים לגבי החוקיות ומעמדו כאומנות האקדמיה: התנסו שפורצת את הגבולות!","",""
"מהצוות","about.html","3 חוויה מודרכת: תיהנו מהפעילות תוך ליווי צמוד וטיפים מקצועיים מהצוות שלנו.","",""
"מהתחנה","rent-lab.html","🎓 האקדמיה פתוחה לכולם: ✅ ילדים ✅ נוער ✅ בוגרים ומבוגרים ✅ סדנת אומן ✅ סדנה פרטית סוגי אירועים מתאימים 💥 חדר זעם ניפוץ חפצים לשחרור אנרגיות ציוד מגן מלא כלול מגוון כלי ניפוץ חפצים לשבירה ללא הגבלה מוזיקה לבחירתכם 🎨 חדר צבע התזת צבע חופשית ציוד ובגדי מגן קנבסים ומשטחי ציור צבעים בגוונים שונים חוויה אמנותית ייחודית 🪓 הטלת גרזנים וגרפיטי מטווח גרזנים מקצועי הדרכה צמודה קיר גרפיטי ענק ספריי צבע לבחירה תחרויות קבוצתיות צור קשר להזמנה 📞 פרטי התקשרות טלפון: 050-442-9195 אימייל: Smashlab.nahariya@gmail.com וואטסאפ: 050-442-9195 שעות פתיחה: א' - ו': 11:00 - 22:00 שבת: 11:00 - 18:00 📍 מיקום כתובת: ולפסון 9, נהריה הגעה: 🚗 חניה בחינם לכל האורחים 🚌 תחבורה ציבורית קרובה ♿ נגישות מלאה 🚶‍♂️ 5 דקות הליכה מהתחנה בקש הצעת מחיר SmashLabs - המקום לשחרר לחצים!","",""
"מסשנים","paint-room.html","גלריה תמונות מסשנים קודמים - רואים כמה כיף יש לנו?","",""
"ניו","booking.html","הזמן זמן - SmashLabs 💥 ""> דלג לתוכן הראשי הזמן זמן שם מלא * אימייל * תאריך * שעת התחלה * משך הזמן (שעות) * בחר משך זמן שעה אחת שעה וחצי שעתיים 3 שעות 4 שעות אזור זמן * ישראל (Asia/Jerusalem) לונדון (Europe/London) ניו יורק (America/New_York) לוס אנג'לס (America/Los_Angeles) הערות נוספות הזמן זמן SmashLabs - המקום לשחרר לחצים!","",""
"נסיונות","throwing-axes.html","👨‍🏫 שלב 1: הדרכה יחד עם צוות המדריכים שלנו נעבור על הסבר בטיחות 🎯 שלב 2: התרגלות לאט לאט כמה נסיונות עד שמרגישים שיש שליטה בגרזן 🏆 שלב 3: תחרות לימדו את שיטת הניקוד שלנו 📸 שלב 4: זיכרונות המטרות מחוררות והחיוך לא יורד מהפנים הכלים שלנו לשבירה גרזני זריקה מקצועיים 🪓 ✓ גרזנים מאוזנים מיוחד לזריקה ✓ ידיות עץ איכותיות ✓ להבים חדים ובטוחים ✓ משקלים שונים למתחילים ומתקדמים מטרות מקצועיות 🎯 ✓ עץ רך מיוחד לזריקת גרזנים ✓ חלקי להחלפה ✓ מערכת ניקוד מקצועית ✓ גדלים שונים לאתגרים שונים ציוד בטיחות 🛡️ ✓ משקפי מגן ✓ כפפות הגנה ✓ נעלי בטיחות ✓ רצפה מגומי נגד החלקה טיפים לזריקה מושלמת 🧘 ריכוז נשימה עמוקה, מבט על המטרה וריכוז מלא ברגע הזריקה 👣 עמידה רגליים ברוחב הכתפיים, משקל על הרגל הקדמית ✋ אחיזה אחיזה חזקה אך לא מתוחה, שני ידיים על הידית 💨 זריקה תנועה חלקה מעל הראש, שחרור בזמן הנכון מוכנים לחוויה ויקינגית?","",""
"סה","admin.html","לוח בקרה - SmashLabs Admin 💥 ""> דלג לתוכן הראשי SmashLabs Admin 👤 מנהל 🏠 אתר ראשי התנתק 📊 סקירה כללית 📅 לוח שנה 📋 הזמנות 🧾 דוח Z 🎟️ קופונים 🎉 אירועים גדולים טוען נתונים טוען לוח שנה טוען הזמנות 🧾 דוח Z – סגירת יום תאריך סגירה: 🧾 הפק דוח Z 🖨️ הדפס 💾 שמור דוח 💥 SMASH LAB דוח Z – סגירת יום סה""כ הכנסות יומי ₪0 מספר עסקאות 0 ממוצע לעסקה ₪0 ביטולים 0 💳 פירוט אמצעי תשלום אמצעי תשלום מספר עסקאות סכום % סה""כ 0 ₪0 100% 🏷️ פירוט לפי שירות / חדר שירות הזמנות הכנסות % 🎟️ הנחות וקופונים קופונים שנוצלו 0 סה""כ הנחות ₪0 הכנסה נטו לאחר הנחות ₪0 חתימת מנהל: ___________________ חותמת קופה: ___________________ הופק על ידי: SmashLab POS System 📂 היסטוריית דוחות Z מספר דוח תאריך עסקאות סה""כ פעולות אין דוחות שמורים.","",""
"סוויט","birthday.html","במתחם הסמאש נארח את חוגג/ת יום ההולדת בין אם חוגגים יומולדת 8, סוויט 16 או חוגגים עשור 50, אצלנו חוגגים יום הולדת בצורה מקורית ויצירתית!","",""
"סיסמה","login.html","התחברות - SmashLabs 💥 ""> דלג לתוכן הראשי התחברות למערכת נהל את ההזמנות והפרופיל האישי שלך התחברות אימייל * סיסמה * התחבר עדיין אין לך חשבון?","",""
"סמאש","graffiti-center.html","החוגים שלנו: פעילות האקדמיה מתקיימת במתחם סמאש לאב ומתקיימת גם בתוך המתחם וגם בחצר עם מגוון שיעורים והפעלות ופעילויות מגוונות וטכניקות שונות של אומנות הרחוב.","",""
"ספלש","birthday.html","כל יום הולדת הוא מיוחד ואצלנו במתחם הסמאש לאב ספלש תחגגו יום הולדת שלא ישכח לעולם!","",""
"פאניקה","event-waiver.html","סיכונים נפשיים ורגשיים - מתח, חרדה, פאניקה, טראומה או החמרה של מצבים נפשיים קיימים.","",""
"פאנל","login.html","שלח שוב Welcome back IDAN 👋 פאנל ניהול משתמשים משתמשים רשומים התנתק SmashLabs המתחם המושלם לשחרור לחצים וחוויות ייחודיות קישורים מהירים בית אודות הזמנה התחברות צור קשר טלפון: 050-123-4567 אימייל: Smashlab.nahariya@gmail.com &copy; 2024 SmashLabs.","",""
"פורינג","paint-room.html","פורינג קנבס בסיבוב 🔄 אומנות עכשווית על השולחן המסתובב בטכניקת ""פורינג"".","",""
"פייסבוק","about.html","[snippet] ine;"">הגדרות עוגיות</a> </div> <div class=""social-links""> <a href=""#"" title=""פייסבוק"" aria-label=""פייסבוק"" role=""link""> <svg xmlns=""http://www.w3.org/2000/svg"" width=""24"" height=""24""","",""
"פליטיסט","rage-room.html","ואז כל מה שנשאר זה להגיע רבע שעה לפני הזמן שקבעתם כדי להתממן ולעבור הסבר בטיחות, לבחור כלי או כלים בעזרתם תרצו לשבור ולרסק, בחדרים פליטיסט וחגידה לתת בראש.","",""
"פלייליסט","rage-room.html","חוויה זו מתאימה לכל הגילאים ומביאה אתכם לשחרר מתח בדרך הכי מעניינת שאפשר הסבר בטיחות, לבחור כלי או כלים בעזרתם תרצו לשבור ולרסק, בוחרים פלייליסט והיידה לתת בראש.","",""
"פרימיום","admin.html","ערוך הזמנה × פרטי לקוח שם לקוח אימייל טלפון פרטי הזמנה תאריך שעה סטטוס הזמנה מאושר הושלם בוטל פרטי תשלום סכום ששולם סטטוס תשלום ממתין שולם הוחזר נכשל אמצעי תשלום לא צוין כרטיס אשראי מזומן העברה בנקאית Bit PayPal מזהה עסקה הערות הערות לקוח הערות מנהל ביטול שמור שינויים פרטי הזמנה × צור הזמנה חדשה × פרטי לקוח שם לקוח * אימייל * טלפון * פרטי הזמנה חבילה * בחר חבילה חדר זעם - בסיסי (₪120) חדר זעם - סטנדרט (₪150) חדר זעם - פרימיום (₪180) חדר זעם - מוגזם (₪210) זריקת גרזנים - בסיסי (₪100) זריקת גרזנים - סטנדרט (₪130) זריקת גרזנים - פרימיום (₪160) זריקת גרזנים - מוגזם (₪190) חדר צבע - בסיסי (₪140) חדר צבע - סטנדרט (₪170) חדר צבע - פרימיום (₪200) חדר צבע - מוגזם (₪230) משולב - בסיסי (₪280) משולב - סטנדרט (₪350) משולב - פרימיום (₪390) משולב - מוגזם (₪420) תאריך * שעה * משך (דקות) פרטי תשלום מחיר * סטטוס תשלום ממתין שולם אמצעי תשלום לא צוין כרטיס אשראי מזומן העברה בנקאית הערות הערות לקוח הערות מנהל ביטול צור הזמנה Developed by sand","",""
